SUR_ID,SUR_CPO,SUR_PANEL,DEMO_S1AGE1,QCOMM,QRECRUIT,DEMO_S1PT,DEMO_S1GND,DEMO_S1AGE,S1Q1,S1Q2,S1Q3_1,S1Q3_2,S1Q3_3,S1Q3_4,S1Q3_5,S1Q3_6,S1Q3_7,S1Q3_8,S1Q3_9,S1Q3_10,S1Q5_1,S1Q5_2,S1Q5_3,S1Q5_4,S1Q5_5,S1Q5_6,S1Q5_7,S1Q5_8,S1Q5_9,S1Q5_10,S1Q5_11,S1Q6_1,S1Q6_2,S1Q6_3,S1Q6_4,S1Q6_5,S1Q6_6,S1Q6_7,S1Q6_8,S1Q6_9,S1Q6_10,S1Q8_1,S1Q8_2,S1Q8_3,S1Q8_4,S1Q8_5,S1Q8_6,S1Q8_7,S1Q8_8,S1Q8_9,S1Q8_10,S1Q8_11,S1Q9_1,S1Q9_2,S1Q9_3,S1Q9_4,S1Q9_5,DEMO_S1EDU,DEMO_S1INC,DEMO_S1EMPL,DEMO_S1CAN,DEMO_S1LOC,SUR_S1,SUR_WGT1,S2Q1_1,S2Q1_2,S2Q1_3,S2Q1_4,S2Q2,S2Q3,S2Q4A_1,S2Q4A_2,S2Q8,S2Q9,S2Q10,S2Q11,S2Q12A,S2Q12B,S2Q13,S2Q16_1,S2Q16_2,S2Q16_3,S2Q17_1,S2Q17_2,S2Q17_3,S2Q18_1,S2Q18_2,S2Q20_1,S2Q20_2,S2Q20_3,S2Q20_4,S2Q21_1,S2Q21_2,S2Q21_3,S2Q21_4,S2Q22A,S2Q22B,S2Q22C,S2Q23_1,S2Q23_2,S2Q23_3,S2Q23_4,S2Q23_5,S2Q23_6,S2Q23_7,S2Q24,S2Q25,S2Q27A,S2Q27B,S2Q27C,S2Q28A,S2Q28B,S2Q28C,DEMO_S2EDU,DEMO_S2INC,DEMO_S2EMPL,DEMO_S2CAN,DEMO_S2LOC,W2PRESTRATE,w2age,SUR_S2,SUR_WGT2,SUR_MODE,S1Q4_OTH,S1Q7_OTH,S1Q11_OTH,CONTACT_OTH,CONTACT_9,CONTACT_1,CONTACT_2,CONTACT_3,CONTACT_4,CONTACT_5,CONTACT_6,CONTACT_7,CONTACT_8,CONTACT_10,CONTACT_11,CONTACT_0,CONTACT_16,CONTACT_15,S2Q4COMM,S2Q5_OTH,S2Q6_OTH,S2Q7COMM,S2Q14_OTH,S2Q14COMM,S2Q15_OTH,S2Q22_OTH,S2Q19COMM,S2Q25_INFO,S2Q26_COMM,S2Q28_OTH,CONTACT_17,CONTACT_12,CONTACT_13,CONTACT_14,CONTACT,DEMO_S1RECRUIT,DEMO_S1VIMI5,DEMO_S1VIMI1,DEMO_S1VIMI2,DEMO_S1VIMI3,DEMO_S1VIMI4,DEMO_S2VIMI5,DEMO_S2VIMI1,DEMO_S2VIMI2,DEMO_S2VIMI3,DEMO_S2VIMI4,PRIVACY1,PRIVACY2,PRIVACY3,PRIVACY4,PRIVACY5,PRIVACY6,PRIVACY7,PRIVACY8,S1Q9A_1,S1Q9A_2,S1Q9A_3,S1Q9A_4,S1Q9A_5,CONF_AD,CONF_YO,CONF_AD1,CONF_YO1,CONF_AD2,CONF_YO2,S1Q3A_1,S1Q3A_2,S1Q3A_3,S1Q3A_4,S1Q3A_5,S1Q3A_6,S1Q3A_7,S1Q3A_8,S1Q3A_9,S1Q3A_10,S1Q3B_1,S1Q3B_2,S1Q3B_3,S1Q3B_4,S1Q3B_5,S1Q3B_6,S1Q3B_7,S1Q3B_8,S1Q3B_9,S1Q3B_10,S1Q5A_1,S1Q5A_2,S1Q5A_3,S1Q5A_4,S1Q5A_5,S1Q5A_6,S1Q5A_7,S1Q5A_8,S1Q5A_9,S1Q5A_10,S1Q5A_11,S1Q5B_1,S1Q5B_2,S1Q5B_3,S1Q5B_4,S1Q5B_5,S1Q5B_6,S1Q5B_7,S1Q5B_8,S1Q5B_9,S1Q5B_10,S1Q5B_11,S1Q6A_1,S1Q6A_2,S1Q6A_3,S1Q6A_4,S1Q6A_5,S1Q6A_6,S1Q6A_7,S1Q6A_8,S1Q6A_9,S1Q6A_10,S1Q6B_1,S1Q6B_2,S1Q6B_3,S1Q6B_4,S1Q6B_5,S1Q6B_6,S1Q6B_7,S1Q6B_8,S1Q6B_9,S1Q6B_10,S1Q8A_1,S1Q8A_2,S1Q8A_3,S1Q8A_4,S1Q8A_5,S1Q8A_6,S1Q8A_7,S1Q8A_8,S1Q8A_9,S1Q8A_10,S1Q8A_11,S1Q8B_1,S1Q8B_2,S1Q8B_3,S1Q8B_4,S1Q8B_5,S1Q8B_6,S1Q8B_7,S1Q8B_8,S1Q8B_9,S1Q8B_10,S1Q8B_11,S1Q11_1,S1Q11_2,S1Q11_3,S1Q11_4,S1Q11_5,S1Q11_6,S1Q11_7,S1Q11_8,S1Q11_9,S1Q11_10,S1Q11_11,S1Q11_12,S1Q11_13,S1Q11_14,S1Q11_15,S1Q11_16,S1Q11_17,S1Q11_18,S1Q11_19,S1Q12_1,S1Q12_2,S1Q12_3,S1Q12_4,S1Q12_5,S1Q12_6,S1Q12_7,S1Q12_8,S1Q12_9,S1Q12_10,S1Q12_12,S1Q12_13,S1Q12_14,S1Q12_15,S1Q12_16,S1Q12_17,S1Q12_18,S1Q12_19,S1Q12_20,S1Q12_21,S1Q12_22,S1Q12_23,S1Q12_24,S1Q12_25,S1Q12_26,S1Q12_29,S1Q12_30,S1Q12_31,S1Q12_32,S1Q12_33,S1Q12_34,S1Q12_35,S1Q12_36,S1Q12_37,S1Q12_38,S2Q1_B1,S2Q1_B2,S2Q1_B3,S2Q1_B4,S2Q1_A1,S2Q1_A2,S2Q1_A3,S2Q1_A4,S2Q2B,S2Q2A,S2Q3A,S2Q4A_A1,S2Q4B_A1,S2Q5_1,S2Q5_2,S2Q5_3,S2Q5_4,S2Q5_5,S2Q5_6,S2Q5_7,S2Q5_9,S2Q6_1,S2Q6_2,S2Q6_3,S2Q6_4,S2Q6_5,S2Q6_6,S2Q6_7,S2Q6_8,S2Q6_9,S2Q8A,S2Q9A,S2Q10A,S2Q11A,S2Q13A,S2Q12A_2,S2Q12A_1,S2Q12B_2,S2Q12B_1,S2Q14,S2Q14_1,S2Q14_2,S2Q14_3,S2Q14_4,S2Q14_5,S2Q14_6,S2Q14_7,S2Q15A,S2Q15B,S2Q15C,S2Q16A_1,S2Q16B_1,S2Q16B_2,S2Q16A_2,S2Q16B_3,S2Q16A_3,S2Q18A_1,S2Q18B_1,S2Q18A_2,S2Q18B_2,S2Q20A_1,S2Q20A_2,S2Q20A_3,S2Q20A_4,S2Q20B_1,S2Q20B_2,S2Q20B_3,S2Q20B_4,S2Q21A_1,S2Q21A_2,S2Q21A_3,S2Q21A_4,S2Q21B_1,S2Q21B_2,S2Q21B_3,S2Q21B_4,S2Q22_10,S2Q22_1,S2Q22_2,S2Q22_3,S2Q22_4,S2Q22_5,S2Q22_6,S2Q22_7,S2Q22_8,S2Q22_9,S2Q23A_1,S2Q23A_2,S2Q23A_3,S2Q23A_4,S2Q23A_5,S2Q23A_6,S2Q23A_7,S2Q24_1,S2Q25_1,S2Q24_2,S2Q25_2,S2Q27_1,S2Q27_2,S2Q27_3,S2Q27_4,S2Q27_5,S2Q27_6,S2Q27_7,S2Q27_8,S2Q27_9,S2Q27_10,S2Q28_1,S2Q28_2,S2Q28_3,S2Q28_4,S2Q28_5,S2Q28_6,S2Q28_7,S2Q28_8,S2Q28_9,S2Q28_10,S2Q28_11,S1Q1A,S1Q2A
CO1007,2,1,1955,,,5,2,5,4,10,7,7,7,7,7,6,7,7,7,7,9,9,9,2,9,9,3,1,9,9,9,7,7,6,6,7,,6,7,7,6,9,3,9,9,2,9,9,1,9,9,9,7,7,7,7,7,2,1,6,1,1,1,1.3324183226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Police officers should live in the community they work, and work in the community they live to bolster confidence in the community. Also, have town hall meetings to report on the statistics of their respective community and get the citizens more involved. The police should organize events and BBQ's in the community they patrol.","The criminal, when possible, should pay the victim(s) a monetary value for the crime they committed.",,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,2,0,0,0,1,,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,3,3,3,3,3,2,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,,3,3,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,98,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
CO1008,2,1,1983,,,5,1,2,3,2,7,7,7,3,7,2,7,7,7,7,9,9,9,9,2,9,9,3,1,9,9,5,5,5,7,7,,1,7,5,6,9,9,9,2,3,9,9,1,9,9,9,7,7,7,1,7,6,4,3,1,1,1,0.9441001415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,3,0,1,0,1,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,3,3,1,3,3,3,1,1,1,1,3,3,3,1,3,1,3,3,3,3,3,3,3,2,3,1,3,3,3,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,,1,3,3,3,2,2,2,3,3,,1,3,2,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
CO1009,2,1,1950,,0,5,2,6,7,50,4,4,7,7,4,4,4,4,4,4,9,9,1,1,9,9,9,9,9,9,9,7,7,7,4,,,4,7,7,4,1,3,9,9,9,9,9,9,2,9,9,7,99,4,7,1,2,99,7,1,1,1,1.5541561842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,0,0,0,0,0,0,1,98,98,98,98,0,0,0,0,0,98,98,98,98,98,98,98,98,3,99,2,3,1,1,1,1,1,1,1,2,2,3,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,3,2,,,2,3,3,2,3,3,3,2,,,2,3,3,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3
CO101,1,1,1987,1,,2,2,2,5,30,5,5,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,4,5,2,1,1,1,2.028512001,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,3,4,4,4,4,4,4,4,4,4,4,2,9,11,5,5,5,5,5,5,5,5,5,4,10,6,4,7,11,4,5,2,1,1,4,2,1,1.7449324131,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,1,1,98,98,98,98,99,99,99,99,99,99,99,99,3,3,3,3,3,7,7,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,,,,,,,,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,2,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,3,2
CO1010,2,1,1984,,1,5,2,2,7,85,6,5,4,4,3,6,7,4,7,7,9,9,9,9,9,9,1,9,3,2,9,7,7,7,1,,6,4,7,5,4,9,1,3,9,9,9,9,2,9,9,9,6,7,4,7,1,6,8,1,0,1,1,1.0853147507,7,7,4,2,2,5,5,6,7,1,5,5,5,5,7,5,5,5,3,2,1,5,5,3,4,4,4,4,5,3,4,2,7,5,4,4,4,5,4,3,3,5,6,8,3,9,7,8,9,6,99,1,2,1,5,2,1,1.0421892405,1,THE FORCE WILL NEVER GET RESPECT  UNTIL POLICE OFFICERS ARETREATED AS ANY OTHER CRIMINAL.   THE OFFICER WHO WAS CONVICTED OF ATTEMPTED MURDER AND IS NOW APPEALING HIS CONVICTION HAS BEEN LET OUT ON BAIL.   HE WAS ALSO ON BAIL FOR THE PAST 3-YEARS PRIOR TO TRIAL.   NON POLICE OFFICERS WHO ARE CHARGED WITH SUCH SERIOUS CRIMES WOULD HAVE SPENT THE TIME PRIOR TO TRIAL IN JAIL.  THAT OFFICERS ACT WAS APPALLING.  SO IS THE SPECIAL TREATMENT HE HAS RECEIVED,,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,xxx,,,xxx,,,,,xxx,XXX,XXX,,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,2,3,1,1,1,1,1,1,1,3,3,2,2,1,3,3,2,3,3,3,2,2,2,2,3,3,2,3,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,1,,3,2,3,3,2,3,3,3,1,,3,2,3,2,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,3,3,2,1,1,1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,3,3,3,2,3,2,3,1,1,1,1,1,1,0,0,1,1,0,3,2,2,3,2,3,3,2,3,2,1,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,0,0,1,0,0,1,1,0,0,0,2,2,2,3,2,1,1,3,3,2,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,3,5
CO1011,9,1,1955,,,5,1,5,3,25,7,6,4,5,6,5,7,7,6,6,2,9,9,9,3,9,1,9,9,9,9,2,2,4,6,4,,2,3,5,7,9,9,9,2,9,9,9,9,9,1,9,7,5,7,2,6,3,6,7,1,1,1,1.1590467691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,3,3,3,1,3,7,6,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,3,2,,1,1,3,3,1,1,2,3,2,,1,2,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
CO1012,2,1,1976,,,5,2,3,2,10,7,7,7,5,7,5,7,7,7,5,2,9,9,9,1,9,9,3,9,9,9,3,2,3,7,4,,4,5,5,7,9,9,9,1,9,9,9,9,9,1,9,7,7,6,1,7,6,7,1,0,1,1,0.6838082671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,3,3,3,1,3,6,4,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,3,2,,2,3,3,3,2,1,2,3,2,,2,2,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
CO1013,2,1,1971,,,5,2,4,4,100,7,7,7,7,7,7,7,7,7,7,3,2,9,9,1,9,9,9,9,9,9,7,7,7,7,7,,4,7,4,7,9,9,9,2,3,9,9,9,9,1,9,7,7,7,4,7,6,7,1,1,1,1,0.5806000829,7,7,7,7,1,7,,,4,4,6,7,7,4,7,7,7,7,2,3,1,4,7,6,6,6,6,1,1,1,1,1,12,3,7,7,7,7,7,7,7,7,4,10,4,5,3,6,8,6,7,1,1,1,5,4,1,0.5969948173,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,1,99,99,99,99,99,99,99,99,3,3,3,2,3,7,7,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,3,3,3,,2,3,2,3,3,3,3,3,3,,2,3,2,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,1,3,,,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,2,2,3,3,3,3,3,2,2,9,,,,,,,,1,1,0,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,3,2,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,5
CO1014,2,1,1949,,,5,1,6,3,10,7,7,7,7,7,7,7,7,7,7,3,2,9,9,1,9,9,9,9,9,9,4,7,1,7,6,,99,5,6,7,9,1,9,2,9,9,9,9,9,3,9,7,7,7,1,6,4,7,1,0,1,1,1.3519396782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,1,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,3,1,3,5,5,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,1,3,3,,98,3,3,3,2,3,1,3,3,,98,2,3,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
CO1015,1,1,1984,,,5,1,2,2,15,7,6,5,7,6,2,7,7,7,7,1,9,9,9,9,9,9,2,3,9,9,5,3,5,7,,6,3,4,6,4,9,9,9,1,9,3,9,9,2,9,9,6,7,7,2,5,5,8,1,1,1,1,0.9441001415,7,7,7,7,9,7,,,3,7,6,7,7,4,6,6,6,6,1,3,2,2,7,6,6,4,4,1,2,4,3,9,3,5,6,6,7,6,5,7,5,7,6,3,4,10,5,1,3,5,8,1,1,1,5,2,1,0.8257964849,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,That people in who are in jail for Admin of Justice spend more time in jail than people who commit violent offences.,,,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,3,3,3,1,3,6,6,2,2,2,2,3,3,3,3,3,1,3,3,3,3,3,3,2,3,3,1,3,3,3,3,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,3,3,,3,1,2,3,2,2,2,2,3,,3,2,2,3,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,9,9,3,,,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,3,3,3,3,3,3,2,2,9,,,,,,,,1,1,0,3,3,3,3,3,3,1,1,3,3,3,3,2,2,3,3,2,2,1,1,2,1,1,1,2,2,0,0,0,1,0,1,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1
CO1016,2,1,1960,1,,5,1,5,2,10,7,7,3,3,7,4,7,7,7,7,9,2,9,9,1,9,3,9,9,9,9,4,2,4,6,6,,4,4,4,7,9,9,9,3,2,9,9,9,9,1,9,7,7,6,3,7,4,4,1,0,1,1,1.1590467691,6,1,7,7,2,6,,,1,7,7,7,7,7,7,5,6,5,2,1,3,4,6,6,6,5,6,2,2,9,1,1,4,7,5,6,6,7,6,5,5,7,6,4,10,7,3,6,5,4,4,2,2,1,5,2,1,2.4434673786,1,,,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,social conditions that cause crime; impact on indigenous peoples,,,3,0,0,0,1,,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,3,3,3,1,3,2,2,1,1,1,1,3,3,1,1,3,2,3,3,3,3,3,3,2,2,3,2,3,3,3,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,3,3,,2,2,2,3,2,1,2,3,3,,2,2,2,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,3,1,3,3,1,1,3,,,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,3,3,3,3,3,3,3,3,0,,,,,,,,0,1,0,3,2,3,3,2,3,2,2,3,3,3,3,3,3,3,3,2,3,1,1,9,1,1,1,9,1,0,1,0,0,1,0,1,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
CO1017,2,1,1973,1,,5,1,3,2,6,4,4,5,6,5,4,7,6,6,5,9,9,9,9,9,9,2,1,3,9,9,6,5,6,5,5,,2,6,7,4,9,9,1,9,9,9,9,3,2,9,9,6,6,5,5,6,6,8,1,1,1,1,0.5948374271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,2,0,0,0,1,,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,3,3,3,5,3,1,1,2,1,2,2,3,3,3,2,3,3,3,3,2,2,2,3,2,2,3,3,3,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,3,,1,3,3,2,3,2,3,2,2,,1,3,3,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
